,Year,Month,Activity,Type,Fatal
533,1906,Aug,Fell overboard,Unprovoked,1
534,1906,Jan,Bathing,Unprovoked,1
535,1906,Jan,Washing horses,Unprovoked,1
536,1906,Jul,Swimming,Unprovoked,1
537,1906,Nov,Fishing,Unprovoked,0
538,1906,Oct,Diving,Unprovoked,0
539,1906,Oct,Swimming,Unprovoked,1
540,1906,Sep,Fishing,Provoked,0
541,1906,Sep,Swimming,Unprovoked,0
542,1906,Sep,Swimming,Unprovoked,1
543,1906,Sep,Swimming,Unprovoked,1
544,1906,Unknown,Fishing,Unprovoked,1
545,1906,Unknown,Fishing,Unprovoked,1
546,1906,Unknown,Swimming,Unprovoked,1
547,1907,Apr,Bathing,Unprovoked,0
548,1907,Aug,Swimming,Unprovoked,1
549,1907,Aug,Wading,Unprovoked,0
550,1907,Dec,Bathing,Unprovoked,1
551,1907,Feb,Bathing,Unprovoked,1
552,1907,Feb,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",Unprovoked,0
553,1907,Feb,Standing,Unprovoked,1
554,1907,Jul,Floating in creek,Unprovoked,0
555,1907,Jul,Swimming,Unprovoked,1
556,1907,Mar,Fishing,Unprovoked,1
557,1907,Mar,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",Unprovoked,1
558,1907,Oct,Bathing,Unprovoked,1
559,1907,Oct,Bathing,Unprovoked,0
560,1907,Oct,"Diving, retrieving fish caught in net ",Unprovoked,0
561,1907,Oct,Fishing,Unprovoked,0
562,1907,Oct,Fishing,Unprovoked,1
563,1907,Sep,Swimming,Unprovoked,1
564,1907,Unknown,Fishing,Unprovoked,0
565,1907,Unknown,"Net fishing, fell into the water",Unprovoked,1
566,1908,Aug,Fell overboard from P&O steamship Arabia,Unprovoked,1
567,1908,Dec,Swimming,Unprovoked,1
568,1908,Dec,Swimming ashore from capsized boat,Unprovoked,1
569,1908,Jan,Gathering fish stunned by dynamite,Unprovoked,1
570,1908,Jul,Boating,Unprovoked,1
571,1908,Jun,.,Unprovoked,1
572,1908,Jun,The 168-ton Belmore foundered in heavy seas,Unprovoked,1
573,1908,Jun,The British steamer Caribbee foundered,Unprovoked,1
574,1908,May,native boats sunk in storm,Unprovoked,1
575,1908,Sep,Fell from the jetty,Unprovoked,1
576,1908,Sep,On fishing boat & trailing hand in the water,Unprovoked,0
577,1908,Unknown,Fishing for basking sharks,Unprovoked,1
578,1909,Apr,Diving (Helmet) for sponges,Unprovoked,1
579,1909,Apr,Fishing,Provoked,0
580,1909,Aug,Fell overboard from fishing schooner Halycon,Unprovoked,1
581,1909,Dec,Fell overboard,Unprovoked,1
582,1909,Dec,Fishing,Provoked,0
583,1909,Jul,Fell overboard while fishing for sharks,Unprovoked,0
584,1909,Jul,Swimming,Unprovoked,0
585,1909,Jun,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",Unprovoked,1
586,1909,Jun,Bathing,Unprovoked,1
587,1909,Mar,Wreck of the 1308-ton Norwegian ship Auckland,Unprovoked,1
588,1909,Nov,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by OndaÂs boats,Unprovoked,1
589,1909,Sep,Seine netting,Provoked,0
590,1909,Unknown,Fell into the water,Unprovoked,1
591,1910,Dec,Shipwrecked pearling schooner,Unprovoked,1
592,1910,Feb,Surf bathing,Unprovoked,0
593,1910,Jun,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",Unprovoked,1
594,1910,Jun,Swimming,Unprovoked,0
595,1910,Mar,Fell overboard from USS cruiser Tacoma,Unprovoked,1
596,1910,Mar,Swimming,Unprovoked,0
597,1910,Nov,Bathing,Unprovoked,0
598,1910,Nov,Fishing,Provoked,0
599,1911,,Fishing,Unprovoked,1
600,1911,Apr,Fishing,Unprovoked,0
601,1911,Jan,3-masted steel barque Glenbank foundered during a cyclone,Unprovoked,0
602,1911,Jul,Bathing,Unprovoked,1
603,1911,Jul,Fishing,Provoked,0
604,1911,Mar,Swimming,Unprovoked,1
605,1911,May,Bathing,Unprovoked,1
606,1911,May,Fishing,Provoked,0
607,1911,May,Swimming,Unprovoked,1
608,1911,Oct,Diving,Unprovoked,0
609,1911,Oct,Fell overboard from steamship Rio Grande,Unprovoked,1
610,1911,Sep,Bathing,Unprovoked,0
611,1911,Sep,Fell overboard & swimming,Unprovoked,1
612,1911,Sep,Jumped overboard to rescue companion,Unprovoked,1
613,1911,Unknown,Bathing,Unprovoked,0
614,1911,Unknown,Swimming,Unprovoked,0
615,1911,Unknown,Swimming,Unprovoked,0
616,1911,Unknown,Swimming around anchored ship,Unprovoked,0
617,1912,Aug,Swimming,Unprovoked,1
618,1912,Feb,Hard hat diving,Provoked,0
619,1912,Feb,Swimming,Unprovoked,0
620,1912,Feb,Swimming,Unprovoked,0
621,1912,Jan,Bathing,Unprovoked,1
622,1912,Jan,Swimming,Unprovoked,1
623,1912,Jan,Washed overboard,Unprovoked,1
624,1912,Jul,Bathing,Unprovoked,1
625,1912,Jul,Swimming,Unprovoked,0
626,1912,Mar,Swimming,Unprovoked,0
627,1912,Nov,Swimming from foundered vessel,Unprovoked,1
628,1912,Unknown,Fell into the water,Unprovoked,1
629,1913,1896,Sponge diving,Unprovoked,1
630,1913,Dec,Fishing for mackerel,Provoked,0
631,1913,Jan,Diving,Unprovoked,0
632,1913,Jul,Fishing,Unprovoked,1
633,1913,Jul,Swimming,Unprovoked,1
634,1913,Jul,Wading,Unprovoked,1
635,1913,May,Fishing,Provoked,0
636,1913,May,Hauling in net,Provoked,0
637,1913,Nov,Boat swamped,Unprovoked,1
638,1913,Nov,Swimming,Unprovoked,0
639,1913,Unknown,Swimming,Unprovoked,1
640,1913,Unknown,Swimming after his hat,Unprovoked,1
641,1914,Dec,Swimming,Unprovoked,0
642,1914,Feb,Canoeing,Unprovoked,0
643,1914,Feb,Wading,Unprovoked,0
644,1914,Jan,Wading,Unprovoked,0
645,1914,Jul,Fishing,Provoked,0
646,1914,Jul,Washing clothes,Unprovoked,0
647,1914,Jun,Bathing,Unprovoked,1
648,1914,Jun,Fishing boat,Unprovoked,0
649,1914,Mar,Boat swamped,Unprovoked,1
650,1914,Mar,Washed into sea while picking opihi & attacked by 2 large sharks ,Unprovoked,1
651,1914,May,Fishing,Provoked,0
652,1914,May,Swimming ashore from swamped 13-ft boat,Unprovoked,1
653,1914,Nov,Bathing,Unprovoked,0
654,1914,Oct,Copra vessel with 19 on board was wrecked in a squall,Unprovoked,0
655,1914,Sep,Fell overboard,Unprovoked,1
656,1914,Sep,Swimming,Unprovoked,1
657,1915,Dec,Diving,Unprovoked,0
658,1915,Feb,Swimming,Unprovoked,0
659,1915,Jan,Bathing,Unprovoked,1
660,1915,Jul,Fishing,Unprovoked,1
661,1915,Jul,Wading,Unprovoked,1
662,1915,Mar,Skin diving for trepang but at surface next to the boat,Unprovoked,0
663,1915,Nov,Bathing,Unprovoked,0
664,1916,Apr,Clinging to overturned rowing boat,Unprovoked,1
665,1916,Apr,Swimming,Unprovoked,1
666,1916,Aug,Netting shrimp,Unprovoked,0
667,1916,Dec,Bathing,Unprovoked,0
668,1916,Dec,Swimming 10 m from shore,Unprovoked,0
669,1916,Dec,Taking wife to beach & about 1 m from the shore,Unprovoked,1
670,1916,Jul,Bathing,Unprovoked,0
671,1916,Jul,Diving,Unprovoked,0
672,1916,Jul,Fishing,Unprovoked,0
673,1916,Jul,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,Unprovoked,1
674,1916,Jul,Swimming,Unprovoked,0
675,1916,Jul,Swimming,Unprovoked,0
676,1916,Jul,Swimming,Unprovoked,1
677,1916,Jul,Swimming,Unprovoked,1
678,1916,Jul,Swimming,Unprovoked,1
679,1916,Jul,Swimming,Unprovoked,0
680,1916,Jul,Swimming (recovering remains of Stilwell) ,Unprovoked,1
681,1916,Jun,Jumped overboard from Norwegian steamship Venator,Unprovoked,1
682,1916,Jun,Swimming,Unprovoked,0
683,1916,Mar,Bathing,Unprovoked,0
684,1916,Nov,Bathing,Unprovoked,1
685,1916,Nov,Swimming,Unprovoked,1
686,1916,Oct,"Fishing, attempted to take a netted shark",Provoked,1
687,1917,Dec,Swimming,Unprovoked,0
688,1917,Jul,Diving,Unprovoked,1
689,1917,Jul,Ship Mariston torpedoed & sunk,Unprovoked,1
690,1917,Jun,Swimming beside launch,Unprovoked,0
691,1917,May,Diving for pearls,Unprovoked,0
692,1917,May,Swimming,Unprovoked,1
693,1917,Nov,Wreck of the tug Magellan,Unprovoked,1
694,1917,Sep,Stuffing a shark into an automobile,Provoked,0
695,1917,Sep,Swimming to shore from the Medic,Unprovoked,1
696,1917,Sep,"Swimming, towing an empty barrel",Unprovoked,0
697,1917,Unknown,Diving for sponges,Unprovoked,0
698,1917,Unknown,Wreck of  large double sailing canoe,Unprovoked,1
699,1918,Mar,Surfing,Unprovoked,0
700,1918,Nov,Fishing,Unprovoked,1
701,1918,Nov,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,Unprovoked,1
702,1918,Sep,Bathing,Unprovoked,1
703,1918,Unknown,Diving,Unprovoked,0
704,1919,Apr,Knocked into the water,Unprovoked,1
705,1919,Aug,Swimming,Unprovoked,0
706,1919,Dec,Swimming,Unprovoked,0
707,1919,Dec,Swimming,Unprovoked,1
708,1919,Jan,Swimming,Unprovoked,0
709,1919,Jan,Swimming,Unprovoked,0
710,1919,Jan,Wading,Unprovoked,1
711,1919,Jan,Wading (shrimping),Unprovoked,1
712,1919,May,"""Swimming vigorously""",Unprovoked,0
713,1919,Nov,Sitting in a boat,Unprovoked,0
714,1919,Sep,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,Unprovoked,1
715,1919,Unknown,Swimming,Unprovoked,0
716,1919,in,Fishing,Unprovoked,0
717,1920,Feb,Floating face down,Unprovoked,0
718,1920,Jan,Diving,Unprovoked,0
719,1920,Jan,Free diving,Unprovoked,1
720,1920,Jan,Swimming ,Unprovoked,1
721,1920,Jul,Diving for trochus shell,Unprovoked,0
722,1920,Jun,Harpooned shark,Provoked,0
723,1920,Jun,Swimming ,Unprovoked,0
724,1920,Mar,"Boat capsized, swimming to shore",Unprovoked,0
725,1920,Nov,Standing,Unprovoked,0
726,1920,Nov,The coastwise steamer San Basilio capsized in a typhoon,Unprovoked,1
727,1920,Nov,Wading,Unprovoked,0
728,1920,Unknown,Jumped overboard,Unprovoked,1
729,1920,Unknown,Splashing,Unprovoked,0
730,1921,Aug,Dived into a school of baitfish,Unprovoked,1
731,1921,Aug,Swimming,Unprovoked,1
732,1921,Dec,Swimming,Unprovoked,0
733,1921,Jul,Fell overboard,Unprovoked,1
734,1921,Nov,Fell from his father's back into the water,Unprovoked,1
735,1921,Nov,Swimming,Unprovoked,1
736,1921,Nov,"Wading to dinghy, carrying his son",Unprovoked,0
737,1921,Oct,Diving for beche-de-mer,Unprovoked,1
738,1921,Oct,Diving for beche-de-mer ,Unprovoked,0
739,1921,Sep,Fishing,Provoked,0
740,1921,Unknown,4 men were bathing,Unprovoked,1
741,1921,Unknown,Crew swimming alongside their anchored ship,Unprovoked,1
742,1921,Unknown,Fishing,Unprovoked,0
743,1922,Apr,Swimming,Unprovoked,1
744,1922,Dec,Bathing,Unprovoked,1
745,1922,Dec,Bathing in 3' to 4' of water,Unprovoked,1
746,1922,Feb,Swimming,Unprovoked,1
747,1922,Jan,Bathing,Unprovoked,1
748,1922,Jan,Standing,Unprovoked,0
749,1922,Jan,Surfing,Unprovoked,1
750,1922,Jan,Swimming ,Unprovoked,1
751,1922,Jun,Floating,Unprovoked,1
752,1922,Mar,Bathing in knee-deep water,Unprovoked,1
753,1922,Mar,Fishing,Unprovoked,0
754,1922,Mar,Standing,Unprovoked,1
755,1922,May,Swimming,Unprovoked,1
756,1922,May,Swimming,Unprovoked,0
757,1922,Sep,Fishing,Unprovoked,1
758,1922,Sep,Fishing,Unprovoked,0
759,1922,Sep,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",Unprovoked,0
760,1922,Sep,Swimming ,Unprovoked,1
761,1923,Aug,Fishing,Unprovoked,0
762,1923,Dec,"Fishing, standing in waist-deep water",Unprovoked,1
763,1923,Dec,Swimming,Unprovoked,0
764,1923,Feb,Swimming ,Unprovoked,0
765,1923,Jan,Swimming,Unprovoked,1
766,1923,Jul,Diving for pearl,Unprovoked,0
767,1923,Jun,"After rowing skiff was holed by shark, he was attempting to swim ashore",Unprovoked,1
768,1923,Jun,Dismantling cable buoys of the cable ship All America,Unprovoked,0
769,1923,Mar,Diving,Unprovoked,0
770,1923,May,Diving?,Unprovoked,1
771,1923,May,Wading,Unprovoked,0
772,1923,Nov,Dry shelling,Unprovoked,1
773,1923,Oct,Fishing,Unprovoked,0
774,1923,Oct,Pearl diving,Unprovoked,0
775,1923,Unknown,Fishing,Unprovoked,0
776,1923,Unknown,Hoisting shark aboard fishing boat,Provoked,0
777,1923,Unknown,Hoisting shark aboard fishing boat,Provoked,0
778,1924,Apr,"Fishing, fell in water & swimming strongly to shore",Unprovoked,1
779,1924,Apr,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",Unprovoked,0
780,1924,Feb,Bathing in 5' of water,Unprovoked,0
781,1924,Jan,Had just dived into water & was swimming,Unprovoked,1
782,1924,Jan,Swimming,Unprovoked,1
783,1924,Jan,Swimming,Unprovoked,0
784,1924,Jul,Fishing,Unprovoked,0
785,1924,Jul,Fishing for mackerel,Provoked,0
786,1924,Jul,Standing,Unprovoked,0
787,1924,Jun,Removing shark from a net,Provoked,0
788,1924,Mar,Fishing,Unprovoked,0
789,1924,Mar,Swimming,Unprovoked,0
790,1924,Nov,Bathing,Unprovoked,1
791,1924,Nov,"Inebriated, woke from sleep and fell off deck into the water ",Unprovoked,0
792,1924,Nov,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,Unprovoked,1
793,1924,Oct,Bathing,Unprovoked,0
794,1924,Oct,Pearl diving,Provoked,0
795,1925,Aug,Swimming,Unprovoked,0
796,1925,Jan,"Diving, repairing water main at depth of 90'",Unprovoked,0
797,1925,Jan,Swimming,Unprovoked,0
798,1925,Mar,Bathing in waist-deep water,Unprovoked,0
799,1925,Mar,Swimming,Unprovoked,1
800,1925,Mar,Swimming,Unprovoked,1
801,1925,Nov,Floating on his back,Unprovoked,1
802,1925,Sep,Fishing,Provoked,0
803,1925,Sep,Fishing,Unprovoked,0
804,1925,Unknown,Diving for coins tossed from passenger ship,Unprovoked,0
805,1926,Apr,Fell overboard from SS Ripley Castle,Unprovoked,0
806,1926,Apr,Swimming,Unprovoked,0
807,1926,Aug,Swimming,Unprovoked,1
808,1926,Dec,Diving for trochus,Unprovoked,1
809,1926,Jan,Swimming,Unprovoked,0
810,1926,Jul,Fishing,Unprovoked,0
811,1926,Jul,Swimming,Unprovoked,1
812,1926,Jul,Swimming with dog near canning factory,Unprovoked,0
813,1926,Mar,Swimming ,Unprovoked,1
814,1926,May,Swimming,Unprovoked,1
815,1926,Nov,Diving,Unprovoked,0
816,1926,Oct,Bathing,Unprovoked,0
817,1926,Oct,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,Unprovoked,0
818,1926,Oct,Jumped into the water,Unprovoked,1
819,1926,Sep,Jumped out of canoe,Unprovoked,1
820,1926,Unknown,Dived onto shark from floating stage,Unprovoked,1
821,1926,Unknown,Shark hoisted on board liner Tahiti,Provoked,0
822,1927,Apr,Diving,Unprovoked,0
823,1927,Apr,Pearl diving,Unprovoked,0
824,1927,Dec,Swimming,Unprovoked,1
825,1927,Feb,Attempting to rescue drowning man,Unprovoked,0
826,1927,Feb,Feeling the sharkÂs teeth,Provoked,0
827,1927,Feb,Fishing,Provoked,0
828,1927,Jan,Body surfing,Unprovoked,0
829,1927,Jan,Swimming,Unprovoked,0
830,1927,Jan,Swimming,Unprovoked,1
831,1927,Mar,Body surfing / treading water,Unprovoked,0
832,1927,May,Sea disaster,Unprovoked,1
833,1927,May,Walking,Unprovoked,1
834,1927,Nov,The steamer Tahiti collided with the ferry Greycliffe,Unprovoked,1
835,1927,Oct,Italian liner Principessa Mafalda sank,Unprovoked,1
836,1927,Oct,Riding horseback across the creek,Unprovoked,0
837,1927,Oct,"Standing, collecting bananas",Unprovoked,0
838,1927,Unknown,Pearl diving,Unprovoked,0
839,1927,Unknown,Swimming,Unprovoked,1
840,1928,Apr,Bathing,Unprovoked,0
841,1928,Apr,Diving,Unprovoked,1
842,1928,Apr,Fishing,Unprovoked,0
843,1928,Apr,Standing in waist-deep water,Unprovoked,1
844,1928,Apr,Treading water,Unprovoked,0
845,1928,Dec,Pearl diving,Unprovoked,0
846,1928,Feb,Pearl diving,Unprovoked,1
847,1928,Feb,Swimming,Unprovoked,0
848,1928,Feb,Swimming,Unprovoked,0
849,1928,Jan,Body surfing,Unprovoked,0
850,1928,Jan,Retrieving meat from a cage in the water,Unprovoked,1
851,1928,Jul,Boating,Provoked,0
852,1928,Jul,Pearl diving,Unprovoked,0
853,1928,Jun,Swimming,Unprovoked,0
854,1928,Nov,Fishing,Provoked,0
855,1928,Nov,"Sea Disaster, sinking of the  SS Vestris",Unprovoked,1
856,1928,Nov,Swimming,Unprovoked,1
857,1928,Sep,Fishing,Unprovoked,0
858,1928,Unknown,Standing,Unprovoked,0
859,1929,,"Wading, netting fish",Provoked,0
860,1929,Apr,Diving for trepang,Unprovoked,0
861,1929,Apr,Diving for trochus,Unprovoked,0
862,1929,Apr,Standing in knee-deep water,Provoked,0
863,1929,Apr,Swimming between boats,Unprovoked,1
864,1929,Aug,Bathing,Unprovoked,0
865,1929,Dec,Bathing or body surfing ,Unprovoked,0
866,1929,Dec,Diving,Unprovoked,0
867,1929,Dec,Diving by wharf,Unprovoked,1
868,1929,Dec,Pearl diving,Unprovoked,0
869,1929,Feb,Body surfing,Unprovoked,1
870,1929,Feb,Canoeing,Unprovoked,0
871,1929,Feb,Swimming,Unprovoked,1
872,1929,Jan,Bathing,Unprovoked,0
873,1929,Jan,Body surfing,Unprovoked,1
874,1929,Jan,Diving for coins thrown from ship S.S. Moeraki,Unprovoked,1
875,1929,Jan,Fishing boat,Unprovoked,1
876,1929,Jan,Swimming,Unprovoked,1
877,1929,Jul,Swimming,Unprovoked,0
878,1929,Jun,Fishing,Provoked,0
879,1929,Mar,Bathing,Unprovoked,1
880,1929,Mar,Launching rowboat through the surf,Unprovoked,0
881,1929,Mar,Launching rowboat through the surf,Unprovoked,0
882,1929,Mar,Swimming,Unprovoked,0
883,1929,May,Pearl diving,Unprovoked,0
884,1929,Nov,Fishing,Unprovoked,0
885,1929,Nov,"Sea Disaster, wreck of the  SS Norwich City",Unprovoked,1
886,1929,Oct,Fishing ,Unprovoked,0
887,1929,Oct,Pearl diving,Unprovoked,0
888,1929,Sep,Fell from wharf into water & attacked immediately,Unprovoked,1
889,1929,Unknown,Fishing,Provoked,0
890,1929,Unknown,Hardhat diving ,Unprovoked,0
891,1930,Aug,Fishing,Unprovoked,0
892,1930,Aug,Swimming,Unprovoked,0
893,1930,Aug,Swimming,Unprovoked,0
894,1930,Dec,Fell overboard,Unprovoked,1
895,1930,Dec,Fishing,Unprovoked,0
896,1930,Dec,Swimming,Unprovoked,0
897,1930,Early,Standing,Unprovoked,1
898,1930,Feb,Diving off pier & treading water,Unprovoked,1
899,1930,Feb,Pearl diving,Unprovoked,0
900,1930,Feb,Removing shark from a trap,Provoked,0
901,1930,Jan,Fishing schooner Jose Luis foundered,Unprovoked,1
902,1930,Jan,Swimming,Unprovoked,0
903,1930,Jan,Swimming to shore after a squall  capsized their motorized shark fishing boat,Unprovoked,1
904,1930,Jul,Swimming,Unprovoked,0
905,1930,Jul,Swimming,Unprovoked,0
906,1930,Mar,Sponge diving,Unprovoked,0
907,1930,May,Fishing,Unprovoked,0
908,1930,May,Swimming / floating,Unprovoked,0
909,1930,Nov,Thrown into water from fishing dinghy,Unprovoked,0
910,1930,Sep,Swimming,Unprovoked,1
911,1930,Unknown,Swimming,Unprovoked,1
912,1930,Unknown,Swimming to canoe,Unprovoked,1
913,1931,Apr,"Fishing, boat capsized",Unprovoked,1
914,1931,Aug,Fell overboard?,Unprovoked,1
915,1931,Aug,Fishing for bluefish,Unprovoked,0
916,1931,Aug,Swimming,Unprovoked,1
917,1931,Aug,Swimming,Unprovoked,0
918,1931,Aug,Swimming,Unprovoked,0
919,1931,Aug,Swimming ,Unprovoked,1
920,1931,Aug,Swimming a quarter mile offshore,Unprovoked,1
921,1931,Jan,Pearl diving,Unprovoked,0
922,1931,Jan,Swimming,Unprovoked,0
923,1931,Jul,Swimming,Unprovoked,0
924,1931,Jul,Swimming,Unprovoked,0
925,1931,Jun,Crabbing,Unprovoked,0
926,1931,Jun,"Fishing, had just speared a ulua",Unprovoked,0
927,1931,Jun,Gaffing & attempting to bring onboard a harpooned shark,Provoked,0
928,1931,Mar,Fishing,Unprovoked,0
929,1931,Mar,Fishing with a cast net,Unprovoked,1
930,1931,Mar,"Fishing, hauling in net, shark in net",Provoked,0
931,1931,Nov,Diving for trochus from lugger,Unprovoked,0
932,1931,Sep,Diving off wharf,Unprovoked,1
933,1931,Sep,Swimming,Unprovoked,0
934,1931,Sep,Swimming ,Unprovoked,0
935,1931,Unknown,"Swimming, carrying tin can with mail to steamer",Unprovoked,1
936,1932,Apr,Standing,Unprovoked,1
937,1932,Aug,Fishing,Provoked,0
938,1932,Aug,On expedition filming a feature movie & standing on tripod,Provoked,0
939,1932,Aug,Pearl diving,Unprovoked,0
940,1932,Dec,Fishing ,Provoked,0
941,1932,Feb,Fishing with dynamite,Unprovoked,0
942,1932,Feb,Swimming,Unprovoked,0
943,1932,Feb,Working near fish traps,Unprovoked,1
944,1932,Jan,Fishing,Provoked,1
945,1932,Jan,Swimming,Unprovoked,0
946,1932,Jul,"Fishing, hauling in fishing gear",Unprovoked,0
947,1932,Jun,Fishing,Provoked,0
948,1932,Jun,Fishing,Provoked,0
949,1932,Jun,Free diving with goggles,Unprovoked,1
950,1932,May,Pearl diving,Unprovoked,1
951,1932,May,Pearl diving,Unprovoked,0
952,1932,Oct,Swimming,Unprovoked,0
953,1932,Oct,Swimming,Unprovoked,1
954,1932,Sep,Catching a turtle,Unprovoked,0
955,1932,Unknown,Collecting fish by lamplight in gully,Unprovoked,0
956,1933,Apr,Swimming,Unprovoked,1
957,1933,Aug,Bathing,Unprovoked,0
958,1933,Aug,"Fishing, caught a 15' shark & took it onboard",Provoked,0
959,1933,Aug,Swimming,Unprovoked,0
960,1933,Feb,Diving for trochus  from dinghy when seized by shark 6' below the surface,Unprovoked,0
961,1933,Feb,Fishing,Provoked,0
962,1933,Feb,Standing on his hands,Unprovoked,0
963,1933,Jan,Swimming,Unprovoked,1
964,1933,Jul,Pearl diving,Unprovoked,0
965,1933,Jun,Sitting in 3' of water,Unprovoked,0
966,1933,Jun,Standing,Unprovoked,0
967,1933,Jun,Treading water,Unprovoked,0
968,1933,May,Fishing,Provoked,0
969,1933,May,Swimming to shore from capsized sailboat,Unprovoked,1
970,1933,May,Yacht of Michael Howell capsized,Unprovoked,1
971,1933,Nov,Free diving for trochus ,Unprovoked,1
972,1933,Nov,Pearl diving,Unprovoked,0
973,1933,Oct,Diving,Unprovoked,0
974,1933,Sep,Fishing,Unprovoked,0
975,1934,Apr,Body surfing,Unprovoked,0
976,1934,Apr,Swimming,Unprovoked,1
977,1934,Apr,Swimming ,Unprovoked,0
978,1934,Apr,Swimming in waist-deep water ,Unprovoked,1
979,1934,Aug,Dived into sea from launch & bitten immediately,Unprovoked,1
980,1934,Aug,Fishing on a boat,Unprovoked,0
981,1934,Aug,Swimming,Unprovoked,1
982,1934,Aug,Swimming,Unprovoked,0
983,1934,Dec,Splashing,Unprovoked,0
984,1934,Dec,Swimming (lead swimmer in race),Unprovoked,1
985,1934,Dec,Taken as he dived into the water,Unprovoked,1
986,1934,Feb,Fell into the water,Unprovoked,1
987,1934,Feb,Fishing,Unprovoked,0
988,1934,Feb,Splashing in water ,Unprovoked,0
989,1934,Jan,Swimming on sandbar adjacent to channel,Unprovoked,0
990,1934,Jan,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,Unprovoked,0
991,1934,Jul,Fishing,Unprovoked,0
992,1934,Jun,Fishing,Provoked,0
993,1934,Jun,Standing,Unprovoked,1
994,1934,Mar,Fishing ,Provoked,0
995,1934,Mar,Swimming in hip-deep water,Unprovoked,1
996,1934,Oct,Bathing,Unprovoked,1
997,1934,Oct,Fishing,Provoked,0
998,1934,Oct,Freediving for trochus shell (submerged),Unprovoked,1
