attack_date,Country,Area,Location,Activity,Gender,Fatal_Y/N
1963-12-21,AUSTRALIA,New South Wales,"Woolgoolga, Coffs Harbour",Fishing,M,N
1963-12-22,ATLANTIC OCEAN,Between Southampton & Canary Islands,Unknown,"Greek steamship Lakonia caught fire, 98 of her 646 passengers, and 30 of her crew of 376 perished",F,Unknown
1963-12-25,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Swimming,M,Y
1963-12-26,AUSTRALIA,Queensland,"Figtree Ledge, Hervey Bay",Sitting on gunwale of boat,M,N
1963-12-26,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,Swimming ,M,N
1963-12-29,SOUTH AFRICA,KwaZulu-Natal,"Catfish Rock, between Salt Rock & Shaka�s Rock",Standing,F,N
1963-07-28,FEDERATED STATES OF MICRONESIA,Eastern Caroline Islands,"Koop Reef, Truk (Chuuk)",Spearfishing,M,N
1963-11-25,FIJI,Vita Levu,Rewa River,Spearing fish,M,N
1963-07-15,USA,Florida,"New Smyrna Beach, Volusia County",Bathing,M,N
1963-05-18,USA,California,San Mateo County,Swimming,M,Unknown
1963-07-10,JAMAICA,Unknown,Unknown,63' fishing boat Sno' Bay foundered,Unknown,Y
1963-07-11,USA,Mississippi,Horn Island,"Fishing, on charter boat Silver Dollar",M,N
1963-01-01,SEYCHELLES,Unknown,Unknown,Fishing for turtles,M,Y
1963-01-01,FIJI,Vita Levu,Korolevu (South coast between Nadi & Suva),Unknown,Unknown,Unknown
1963-01-01,MOZAMBIQUE,Unknown,"Limpopo River, 547 km from the sea",Unknown,Unknown,N
1963-01-04,AUSTRALIA,South Australia,Off Franklin Island between Streaky Bay & Ceduna,Shark fishing,Unknown,N
1963-01-06,SOUTH AFRICA,KwaZulu-Natal,"Selection Reef, Umdhloti",Spearfishing,M,N
1963-01-11,SOUTH AFRICA,KwaZulu-Natal,"Peace Cottage, Umdhloti","Free diving, hunting crayfish",M,N
1963-01-14,NEW ZEALAND,North Island,"Petone Beach, Wellington",Fishing,Unknown,N
1963-01-22,SOUTH AFRICA,Western Cape Province,False Bay,Fishing ,Unknown,N
1963-01-26,AUSTRALIA,New South Wales,Evans Head,Swimming,M,Unknown
1963-01-28,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",Wading,F,Y
1963-01-30,FIJI,Unknown,Unknown,Freediving,M,N
1963-02-04,USA,Florida,Off Key West,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",M,Unknown
1963-02-06,MAURITIUS,Rodrigues,Unknown,Unknown,M,N
1963-01-12,SOUTH AFRICA,Eastern Cape Province,Humewood,Fishing,M,N
1963-02-24,AUSTRALIA,New South Wales,Wombarra Beach near Austinmeer,Spearfishing,M,N
1963-07-01,PANAMA,San Blas coast,"4 miles from Tuwala, near Mulatuppu","Seining for bait, standing in chest-deep water",M,Y
1963-02-08,FIJI,Lomaiviti  Island Group,"Taibaisa Passage, Gau Island",Spearfishing,M,N
1963-06-01,GREECE,Thessaly,near Trikerion Island,Swimming,F,Y
1963-06-01,PAPUA NEW GUINEA,Central Province,Near Fisherman's Island,Fishing,M,N
1963-05-14,PHILIPPINES,Luzon Island,100 miles southeast of Manila,"Boat, with 42 passengers onboard, capsized in rough seas",Unknown,Y
1963-04-20,USA,US Virgin Islands,"St. Thomas, Magens Bay",Swimming,M,Y
1963-04-22,AUSTRALIA,New South Wales,Clarence Head,Fishing,M,N
1963-04-13,AUSTRALIA,Western Australia,Yallingup,"Surfing on ""chest board"" (boogie board?)",M,N
1963-04-12,USA,Hawaii,"Awili, South Kona, Hawai'i",Surfing ,M,N
1963-04-08,USA,Hawaii,"Hapuna Beach, Hawai'i",Washed into sea while picking opihi,M,Unknown
1963-03-30,SOLOMON ISLANDS,Bougainville (North Solomons),Unknown,The 500-ton coastal trader Polurrian foundered ,M,Y
1963-02-27,PAPUA NEW GUINEA,New Ireland Province,Namatanai,Swimming,M,N
1963-04-17,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Swimming,M,N
1964-08-08,USA,Florida,"2 miles off Jupiter, Palm Beach County",Spearfishing using scuba,M,N
1964-07-27,USA,Puerto Rico,Unknown,Unknown,M,N
1964-08-03,JAPAN,Okayama Prefecture,Saidaiji,Swimming,M,N
1964-08-01,PANAMA,San Blas,Off Achutuppu Island near Ailigandi,Free diving / Spearfishingat edge of reef,M,N
1964-12-25,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,N
1964-07-16,SOUTH AFRICA,KwaZulu-Natal,Island Rock,Searching for remains of  Dr. Marais,M,N
1964-06-29,BERMUDA,Hamilton,2 miles south of Castle Island Harbour entrance to Hamilton,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),Unknown,Y
1964-07-10,SOUTH AFRICA,KwaZulu-Natal,Island Rock,Spearfishing ,M,Y
1964-07-08,USA,Florida,"Palm Beach, Palm Beach County",Tagging sharks,M,N
1964-07-01,PAPUA NEW GUINEA,New Ireland Province,A reef off New Hanover (Northern end),Standing / fishing,M,Y
1964-07-01,PAPUA NEW GUINEA,New Ireland Province,Southern end,canoeing,Unknown,N
1964-06-28,USA,New York,Long Island,Attempting to swim across the Atlantic Ocean,F,Unknown
1964-08-21,USA,Florida,"Panama City, Bay County",Swimming,M,N
1964-07-15,USA,Connecticut,"3 days out of Old Saybrook, Connecticut, 37.04'N, 67.57'W, Southern fringe of Gulf Stream","Yacht Gooney Bird foundered, 4 survivors on raft",Unknown,Unknown
1964-08-22,USA,Florida,5 miles south of Palm Beach,Spearfishing / free diving,M,Unknown
1964-12-10,AUSTRALIA,New South Wales,Port Jervis,Fishing,Unknown,N
1964-08-26,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,N
1964-06-24,USA,California,"Long Beach, Los Angeles County",Fishing,Unknown,N
1964-12-10,PAPUA NEW GUINEA,Bougainville (North Solomons),Buka Island,Unknown,M,N
1964-12-09,PAPUA NEW GUINEA,Bougainville (North Solomons),"Off Sing Village, Buka Island","Canoe swamped, swimming back to canoe",M,N
1964-12-06,KENYA,Coast Province,"Kilindini Harbor, Mombasa",Fishing with hand line tied to wrist & was pulled into the water,M,Y
1964-11-29,AUSTRALIA,Victoria ,Lady Julia Percy Island,Free diving with seals,M,N
1964-11-18,AUSTRALIA,Queensland,"Fingal Beach, near Tweed Heads",Swimming out to rescue swimmers in difficulty,M,Y
1964-08-23,MEXICO,Guerrero,Acapulco,Floating on his back in an inner tube,M,N
1964-11-13,AUSTRALIA,New South Wales,"North Solitary Island, 8 miles from Wolli","Filming underwater, carrying powerhead",M,N
1964-10-31,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Surf fishing,M,N
1964-10-25,USA,Florida,"Near US Air Force Base at Elgin, Okaloosa County",Boat Miss Becky  sank 12 miles from shore,Unknown,Unknown
1964-10-04,AUSTRALIA,Western Australia,"Avalon Beach, near Mandurah, 50 miles south of Perth","Surfing, but swimming to his board",M,N
1964-09-27,Unknown,Unknown,Unknown,Spearfishing,M,Unknown
1964-09-20,TAIWAN,Northern Taiwan,"Tamsui Beach, Taipai",Swimming,M,Y
1964-09-07,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,N
1964-11-05,USA,Puerto Rico,Unknown,Longline fishing,Unknown,N
1964-06-17,PAPUA NEW GUINEA,New Britain,Near Rabaul,Fishing,M,N
1964-02-14,NEW CALEDONIA,Unknown,Unknown,Diving for trochus shell,M,Y
1964-06-02,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Swimming,M,Unknown
1964-06-23,FIJI,Lau Group,"Tovu, Totoya Island",Spearfishing,M,N
1964-01-01,NEW ZEALAND,North Island,White Island,Snorkeling,M,Unknown
1964-01-01,SOUTH AFRICA,Western Cape Province,Mossel Bay,Diving for sinkers,M,N
1964-01-01,AUSTRALIA,Western Australia,Metro coast,Unknown,Unknown,Unknown
1964-01-04,FIJI,"Lomaloma, Lau",Tuvuca Isalnd,Swimming,F,N
1964-01-06,PAPUA NEW GUINEA,New Britain,Unknown,Fishing,M,Y
1964-01-11,USA,California,Southeast Farallon Island,Spearfishing / Scuba diving (at surface),M,N
1964-01-18,AUSTRALIA,Western Australia,Hamelin Bay,Freediving,M,N
1964-01-21,SOUTH AFRICA,Western Cape Province,20 m from shore at Strand,Shark watching,Unknown,N
1964-01-22,SOUTH AFRICA,Eastern Cape Province,Nahoon,Standing,M,N
1964-01-23,SOUTH AFRICA,Eastern Cape Province,Nahoon,Body surfing,M,N
1964-01-27,FIJI,Unknown,70 miles from Suva,Spearfishing,Unknown,Y
1964-02-01,COSTA RICA,Puntarenas Province,Puntarenas,Swimming,M,Y
1964-02-01,USA,Florida,Palm Beach County,Floating,M,N
1964-02-01,NEW ZEALAND,South Island,"Ngatuka Bay, near Picton",Rowing,Unknown,N
1964-02-05,NEW ZEALAND,North Island,"Hokio Beach, near Levin",Lying in 2 feet of water,M,N
1964-02-05,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Swimming,M,Y
1964-05-30,PANAMA,Caribbean Coast,Unknown,Standing,M,N
1964-05-08,FIJI,Vita Levu,Naviti,Spearfishing,M,Y
1964-04-07,PAPUA NEW GUINEA,Madang Province,Inshore side of reef near Madang,Fishing,M,Y
1964-03-28,AUSTRALIA,South Australia,Surfers Paradise Beach near Victor Harbour,Surfing,M,N
1964-03-28,PAPUA NEW GUINEA,Central Province,30 miles from Port Moresby,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",M,Y
1964-03-05,USA,Florida,"Fort Lauderdale, Broward County",Skin diving ,M,N
1964-05-01,PANAMA,San Blas Islands,"Achutupu, a small island ner Ailigandi",Skin diving,M,Y
1964-02-17,FIJI,Unknown,Savuli Reef,Fishing,Unknown,N
1964-02-14,FIJI,Vanua Levu,"Nailou Village, Tunuloa Natewa Bay",Spearfishing,M,Y
1964-02-11,NEW ZEALAND,North Island,"Palliser Bay, Whatarangi (east of Wellington)",preparing to go skin diving,M,N
1964-02-10,NEW ZEALAND,North Island,"West of Pukerua Bay, Wellington",Spearfishing,M,N
1964-02-08,SOUTH AFRICA,Western Cape Province,Muizenberg,Body boarding,M,N
1964-02-02,AUSTRALIA,Queensland,Brisbane,Swimming,M,Unknown
1964-03-01,SENEGAL,Cap Vert Peninsula,"Bel Air, Dakar",Free diving for shell,M,N
1965-08-30,PHILIPPINES,Unknown,"Grounded off Scarborough Shoals, 150 miles northwest of Manila in the South China Sea","Arsinoe, a French tanker",M,Unknown
1965-08-26,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,N
1965-07-30,BAHAMAS,Bimini Islands,Lerner Marine Lab,Attempting to anesthetize shark,M,N
1965-07-26,MEXICO,Veracruz,Mocambo,Bathing,M,Y
1965-06-09,MEXICO,Veracruz,Mocambo,Swimming,M,N
1965-06-19,USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",Wading,M,Unknown
1965-06-18,USA,Florida,150 miles southeast of Cape Kennedy,"Diving, retrieving film package from Titan 3C rocket",M,Unknown
1965-06-01,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Huhunoti Island,Spearfishing,M,N
1965-09-08,MEXICO,Veracruz,Playa Villa del Mar,Unknown,M,N
1965-07-02,BERMUDA,Hamilton,Unknown,Unknown,Unknown,N
1965-09-12,PAPUA NEW GUINEA,East Sepik,Moem Village near Wewak,Fishing (rod & line),M,N
1965-11-03,PANAMA,Caribbean Sea,Golfo de los Mosquitos,Argentine Air Force C-54,Unknown,Unknown
1965-10-01,PAPUA NEW GUINEA,New Britain,Unknown,Wading,M,N
1965-10-10,NEW BRITAIN,West coast,"Outside the reef off Moputu Village, near Talasea","Spearfishing, shot a turtle",M,Y
1965-10-16,BAHAMAS,New Providence Island,Nassau,Playing in the water,F,Y
1965-10-16,BAHAMAS,New Providence Island,Nassau,Sunbathing on beach when he saw child being attacked by the shark,M,N
1965-10-21,Unknown,Unknown,Florida Strait,The boat Caribou II sank,M,N
1965-11-03,AUSTRALIA,Queensland,Oak Beach,Surfing,M,N
1965-06-01,SOUTH PACIFIC OCEAN,Unknown,Unknown,Treading water,M,Y
1965-11-21,PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii",Japanese fishing boat Taihei Maru No.10,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,N
1965-11-21,AUSTRALIA,Queensland,Near Brisbane,Fishing from 34' boat when pulled overboard by hooked shark,M,Y
1965-12-10,AUSTRALIA,South Australia,Cape Jervis,Fishing,Unknown,N
1965-12-28,AUSTRALIA,Western Australia,"Bathurst Reef, Rottnest Island","Spearfishing, but standing in knee-deep water",M,N
1965-09-21,PAPUA NEW GUINEA,Madang Province,Sek Harbor,Spearing fish,M,N
1965-05-29,MEXICO,Veracruz,Playa Mocambo,Swimming,M,Y
1965-12-19,JOHNSTON ISLAND,Unknown,Unknown,Freediving,M,N
1965-05-01,EGYPT,Unknown,Unknown,Standing,M,N
1965-01-01,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Bather,Unknown,Unknown
1965-01-01,VANUATU,Malampa Province,Island of Paam'a,Unknown,M,Y
1965-01-01,EGYPT,Unknown,South of Hurghada,"Spearfishing, but standing in the water",M,N
1965-01-01,RED SEA,East of the Gulf of Aqaba,Unknown,Standing in waist-deep water,M,N
1965-01-01,USA,Florida,"Between Palm  & Salerno Inlets, Martin County",Collecting marine specimens,M,N
1965-01-01,USA,California,"Dana Point, San Clemente, Orange County",Surfing,M,N
1965-01-01,USA,Texas,"Port Lavaca, Calhoun County",Dangling feet in the water,M,N
1965-01-09,NEW GUINEA,Central Province,Off Gaire Village,Free diving,M,Y
1965-01-10,AUSTRALIA,Victoria,"East of Station Pier, Port Melbourne",Swimming,M,N
1965-01-16,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Body surfing,M,N
1965-01-23,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Paddling rescue ski,M,N
1965-01-25,USA,California,"Newport Beach, Orange County",Motor boat Rebel Belle lost,M,Unknown
1965-05-28,MEXICO,Veracruz,Playa Mocambo,Swimming,M,Y
1965-02-14,SOUTH AFRICA,KwaZulu-Natal,Amatikulu,Treading water,M,N
1965-03-14,USA,Florida,"Pompano Beach, Palm Beach County",Free diving,M,N
1965-03-23,USA,Puerto Rico,60 miles offshore north of San Juan,Aircraft exploded,M,Unknown
1965-04-04,USA,Florida,"Juno Beach, Palm Beach County",Paddling on surfboard,M,N
1965-04-04,PALAU,Western Caroline Islands,Koror,Walking on reef,M,N
1965-04-10,USA,Florida,American Shoals off Key West,Spearfishing,M,N
1965-04-25,USA,California,"Pacifica, San Mateo County",Surfing,M,Unknown
1965-04-29,USA,Florida,"Hobe Sound, Martin County",Unknown,M,N
1965-05-01,MEXICO,Veracruz,Mocambo,Swimming,M,N
1965-05-01,JAMAICA,Unknown,Unknown,Diving,M,N
1965-02-04,USA,Massachusetts,"Granite Pier, Rockport",Scuba diving,M,N
1966-08-27,SOUTH AFRICA,KwaZulu-Natal,Durban,Netting sharks,M,Unknown
1966-08-27,BAHAMAS,Bimini Islands,Unknown,Snorkeling,F,N
1966-08-21,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,F,Y
1966-08-21,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Diving into water,F,Y
1966-08-16,CROATIA,Primorje-Gorski Kotar County ,Bakar,Swimming,M,Y
1966-07-31,USA,Texas,"South Jetty, Galveston",Diving for sand dollars,M,N
1966-08-13,ITALY,Taranto province,"Pulsano, near Taranto",Attacked shark with fists,M,N
1966-08-01,USA,Delaware,Fenwick Island,Spearfishing on Scuba,M,Unknown
1966-08-01,USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Wading,M,N
1966-08-28,AUSTRALIA,Northern Territory,Darwin Harbour,Unknown,M,N
1966-07-19,USA,South Carolina,"Folly Beach, Charleston County",Killing a shark,M,N
1966-08-14,TAIWAN,Unknown,Ye Leow,Lobster diving using Scuba,M,N
1966-09-01,BAHAMAS,Bimini Islands,Tongue of the Ocean,Diving / UW photography,M,Unknown
1966-09-27,AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef","Free diving, carrying speargun",M,N
1966-09-10,AUSTRALIA,Western Australia,Roe Reef off Rottnest Island,Spearfishing,M,N
1966-09-13,AUSTRALIA,Western Australia,Albany,Spearfishing,M,Unknown
1966-09-18,AUSTRALIA,Western Australia,"Little Beach Reef, Bremer Bay",Spearfishing,M,Unknown
1966-09-19,USA,Hawaii,50 miles NE of Honolulu,Fishing,M,N
1966-10-29,PAPUA NEW GUINEA,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",Bathing,F,Y
1966-10-30,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,F,Y
1966-11-01,PAPUA NEW GUINEA,New Ireland Province,Unknown,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,Y
1966-11-14,THAILAND,Unknown,Unknown,Unknown,Unknown,Unknown
1966-12-26,AUSTRALIA,New South Wales,Coogee,Spearfishing,M,N
1966-12-26,SINGAPORE,Unknown,Singapore,Wading,M,N
1966-07-17,USA,Texas,"Point Comfort, Calhoun County",Fishing,M,N
1966-12-27,AUSTRALIA,New South Wales,South West Rocks,Spearfishing,M,N
1966-12-31,AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,N
1966-09-08,USA,Florida,"Florida Keys, Monroe County",Hunting crayfish ,M,N
1966-12-27,AUSTRALIA,New South Wales,Trial Bay,Spearfishing,M,N
1966-07-14,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Swimming,F,Y
1966-07-03,USA,Florida,"Key Biscayne, Miami, Dade County",Free diving,M,Unknown
1966-01-01,USA,California,"Huntington Beach, Orange County",Walking,F,Unknown
1966-07-17,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,Y
1966-01-08,NEW ZEALAND,North Island,"Oakura Beach, Taranaki",Body surfing ,F,Y
1966-01-09,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Body surfing,M,N
1966-01-10,AUSTRALIA,Western Australia,Woodman Point,Jumped into the water,M,N
1966-01-11,SOUTH AFRICA,Eastern Cape Province,Riet River,Standing,M,N
1966-01-15,AUSTRALIA,New South Wales,Bellambi,Spearfishing,M,N
1966-01-22,USA,California,"Pebble Beach, Cypress Point, Monterey County",Free diving / spearfishing (resting on the surface),M,N
1966-01-25,INDONESIA,North Sumatra,Near Belawan,wreck of the State Oil Company ship Permina,Unknown,Y
1966-01-29,SOUTH AFRICA,Western Cape Province,Strandfontein Beach,Helping men land a shark,M,N
1966-02-27,AUSTRALIA,New South Wales,Coledale Beach,Treading water,M,N
1966-03-12,SUDAN,Red Sea,Unknown,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",M,Y
1966-01-05,USA,Florida,"Hollywood, Broward County",Swimming,M,N
1966-04-01,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Overturned skiff,M,N
1966-03-20,AUSTRALIA,New South Wales,Maroubra,Fishing (big game),Unknown,N
1966-07-02,CARIBBEAN SEA,Unknown,Between USA & Cuba,Unknown,Unknown,N
1966-06-22,USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Clamming,M,N
1966-06-11,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,M,N
1966-06-04,USA,Texas,Bolivar Peninsula,Swimming,M,N
1966-06-02,FRENCH POLYNESIA,Society Islands,Tahiti,Fishing,M,N
1966-01-14,COLUMBIA,Unknown,Off Cartagena,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,Unknown,Y
1966-05-20,AUSTRALIA,New South Wales, Bellingen,Fishing,M,N
1966-05-20,AUSTRALIA,Unknown,7 miles offshore on east coast of Australia,Shipwreck,M,Y
1966-05-16,USA,Florida,"Fernandina Beach, Nassau County",Spearfishing / Scuba diving,M,Unknown
1966-05-16,PHILIPPINES,Unknown,Off Cebu,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,M,Y
1966-05-20,AUSTRALIA,New South Wales,Jervis Bay,Sinking of the dredge World Atlas,M,Y
1966-04-08,USA,Puerto Rico,Unknown,Swimming,M,N
1967-08-15,BERMUDA,Hamilton,Hamilton,Floating,F,N
1967-12-30,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,N
1967-09-07,USA,Florida,"Key West, Monroe County",Spearfishing,Unknown,N
1967-09-06,PAPUA NEW GUINEA,New Ireland Province,Lambom Island,Spearfishing,M,Y
1967-08-27,USA,California,Ventura,Pulling shark from the water,M,N
1967-09-07,PAPUA NEW GUINEA,New Ireland Province,Unknown,Diving,Unknown,Unknown
1967-08-26,JAPAN,Kagawa Prefecture,Sakaide,Unknown,M,Y
1967-08-25,ITALY,Liguria," Marinella Sarzana, La Spezia ",Spearfishing on Scuba,M,N
1967-08-19,AUSTRALIA,Western Australia,Jurien Bay,"Spearfishing, dived to pick up a float line",M,Y
1967-09-01,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambon Island",Spearfishing,M,Y
1967-09-13,ITALY,Brindisi Province,Brindisi,Scuba diving,M,Unknown
1967-10-26,MEXICO,Veracruz,Veracruz,Swimming,Unknown,Y
1967-10-01,TONGA,Unknown,Unknown,Swimming,M,N
1967-10-17,USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",Standing on sandbar,M,N
1967-11-01,SOUTH AFRICA,KwaZulu-Natal,Brighton Beach,Unknown,F,Unknown
1967-11-04,PHILIPPINES,Rombion Province,Off Sibuyan Island,Sinking of the M/V Mindoro during a typhoon,Unknown,Y
1967-11-15,FIJI,Unknown,Unknown,Freediving,M,N
1967-11-30,AUSTRALIA,New South Wales,Wollongong,Freediving,M,N
1967-12-14,USA,Unknown,Unknown,Unknown,M,N
1967-12-17,AUSTRALIA,Victoria,"Cheviot Beach, Portsea, Port Phillip Bay",Swimming,M,Y
1967-12-18,FIJI,Unknown,Unknown,Unknown,M,N
1967-12-21,PAPUA NEW GUINEA,Central Province,Port Moresby,Spearfishing,M,Unknown
1967-09-20,USA,Hawaii,"Kailua Bay, O'ahu",Boat capsized between O'ahu & Molokai,M,Unknown
1967-11-30,AUSTRALIA,Queensland,Surfer's Paradise,Unknown,M,N
1967-08-14,COLUMBIA,Unknown,Unknown,Unknown,M,N
1967-08-07,USA,Florida,Near Key West,Spearfishing,M,N
1967-08-10,AUSTRALIA,New South Wales,Jervis Bay,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),M,Unknown
1967-01-06,AUSTRALIA,Victoria,Goolwa,Splashing,M,N
1967-01-21,MOZAMBIQUE,Bay of Maputo,Xefina Island,Swimming in the channel,M,N
1967-01-22,SOUTH AFRICA,Western Cape Province,Whittle Rock False Bay,Spearfishing Competition,M,N
1967-01-27,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing for rock lobster,Unknown,N
