Date,Year,Month,Day,Type,Country,Activity,Sex,Age,Fatal,Species
2003-09-12,2003,9,12,Unprovoked,South Africa,Body Boarding,Male,19,Yes,White Shark
2003-09-13,2003,9,13,Unprovoked,Usa,Others,Male,15,No,Others
2003-09-13,2003,9,13,Unprovoked,Usa,Body Boarding,Male,18,No,Others
2003-07-26,2003,7,26,Unprovoked,Australia,Surf Skiing,Male,37,No,Unknown
2003-09-14,2003,9,14,Unprovoked,Usa,Surfing,Male,30,No,Others
2003-09-29,2003,9,29,Unprovoked,Fiji,Others,Male,40,Yes,Unknown
2003-09-17,2003,9,17,Unprovoked,Usa,Surfing,Male,17,No,Unknown
2003-10-05,2003,10,5,Unprovoked,Usa,Sitting On Surfboard,Male,50,No,Unknown
2003-10-05,2003,10,5,Unprovoked,Usa,Others,Female,41,No,Others
2003-10-05,2003,10,5,Provoked,Usa,Surfing,Male,30,No,Unknown
2003-09-28,2003,9,28,Unprovoked,Usa,Surfing,Male,16,No,Unknown
2003-09-21,2003,9,21,Unprovoked,Usa,Surfing,Male,21,No,Unknown
2003-09-19,2003,9,19,Unprovoked,Usa,Surfing,Male,19,No,Unknown
2002-04-30,2002,4,30,Unprovoked,Australia,Others,Male,23,Yes,White Shark
2002-05-31,2002,5,31,Unprovoked,Usa,Others,Male,16,No,Others
2002-05-10,2002,5,10,Unprovoked,Brazil,Surfing,Male,40,No,Unknown
2002-05-13,2002,5,13,Unprovoked,Usa,Fishing,Male,31,No,Others
2002-05-21,2002,5,21,Unprovoked,Papua New Guinea,Others,Male,14,No,Unknown
2002-05-21,2002,5,21,Unprovoked,Costa Rica,Surfing,Male,27,No,Bull Shark
2002-05-22,2002,5,22,Unprovoked,Usa,Others,Male,35,No,Unknown
2002-05-22,2002,5,22,Provoked,Usa,Others,Male,55,No,Blacktip
2002-05-07,2002,5,7,Provoked,Australia,Others,Male,20,No,Unknown
2002-06-09,2002,6,9,Unprovoked,Usa,Surfing,Male,50,No,Others
2002-05-31,2002,5,31,Unprovoked,Usa,Surfing,Male,24,No,White Shark
2002-06-03,2002,6,3,Unprovoked,South Africa,Others,Male,50,No,Others
2002-06-09,2002,6,9,Unprovoked,Usa,Swimming,Male,10,No,Unknown
2002-06-11,2002,6,11,Unprovoked,Usa,Surfing,Male,28,No,Others
2002-06-11,2002,6,11,Unprovoked,Usa,Sitting On Surfboard,Unknown,27,No,Tiger Shark
2002-06-13,2002,6,13,Unprovoked,Papua New Guinea,Others,Unknown,27,Yes,Unknown
2002-06-13,2002,6,13,Unprovoked,Papua New Guinea,Others,Unknown,27,No,Unknown
2002-04-20,2002,4,20,Unprovoked,Usa,Others,Male,34,No,Others
2002-06-20,2002,6,20,Unprovoked,Usa,Swimming,Female,11,No,Unknown
2002-04-21,2002,4,21,Invalid,Australia,Others,Male,52,Unknown,Invalid
2002-03-15,2002,3,15,Unprovoked,Usa,Surfing,Male,31,No,Others
2002-04-18,2002,4,18,Unprovoked,Usa,Surfing,Male,28,No,Unknown
2002-04-12,2002,4,12,Unprovoked,Australia,Swimming,Male,45,No,Unknown
2002-01-01,2002,1,1,Unprovoked,Usa,Snorkeling,Male,35,No,Tiger Shark
2002-01-01,2002,1,1,Unprovoked,South Africa,Surf Skiing,Male,26,No,Others
2002-01-03,2002,1,3,Unprovoked,Brazil,Swimming,Unknown,27,Yes,Unknown
2002-01-04,2002,1,4,Unprovoked,South Africa,Fishing,Male,16,No,Others
2002-01-30,2002,1,30,Unprovoked,Australia,Swimming,Male,32,No,Unknown
2002-01-30,2002,1,30,Unprovoked,Australia,Surfing,Male,20,No,Tiger Shark
2002-02-07,2002,2,7,Boating,Australia,Kayaking,Male,35,No,Others
2002-02-11,2002,2,11,Unprovoked,Fiji,Others,Male,15,Yes,Unknown
2002-02-16,2002,2,16,Unprovoked,Australia,Surfing,Male,27,No,Others
2002-02-23,2002,2,23,Unprovoked,Others,Others,Male,27,Yes,Unknown
2002-03-15,2002,3,15,Unprovoked,Usa,Snorkeling,Male,39,No,Nurse Shark
2002-03-19,2002,3,19,Unprovoked,Usa,Others,Male,20,No,Others
2002-03-24,2002,3,24,Unprovoked,Brazil,Swimming,Male,16,Yes,Unknown
2002-03-25,2002,3,25,Unprovoked,Usa,Wading,Female,11,No,Others
2002-03-25,2002,3,25,Unprovoked,Usa,Others,Male,17,No,Tiger Shark
2002-04-01,2002,4,1,Unprovoked,Usa,Others,Male,29,No,Others
2002-04-02,2002,4,2,Unprovoked,Usa,Wading,Male,41,No,Others
2002-04-09,2002,4,9,Unprovoked,Bahamas,Standing,Male,43,No,Bull Shark
2002-06-20,2002,6,20,Unprovoked,Australia,Surfing,Male,30,No,Unknown
2002-07-04,2002,7,4,Unprovoked,Usa,Standing,Female,9,No,Bull Shark
2002-07-09,2002,7,9,Unprovoked,Brazil,Surfing,Male,22,No,Bull Shark
2002-09-29,2002,9,29,Unprovoked,Usa,Surfing,Male,32,No,Unknown
2002-10-03,2002,10,3,Unprovoked,Usa,Surfing,Male,18,No,Others
2002-10-05,2002,10,5,Unprovoked,Usa,Surfing,Male,35,No,Others
2002-10-05,2002,10,5,Unprovoked,Usa,Surfing,Male,14,No,Blacktip
2002-10-11,2002,10,11,Unprovoked,Usa,Surfing,Male,21,No,Unknown
2002-10-14,2002,10,14,Unprovoked,Brazil,Swimming,Male,36,Yes,Bull Shark
2002-10-30,2002,10,30,Unprovoked,Usa,Swimming,Female,60,No,Small Shark
2002-11-01,2002,11,1,Unprovoked,French Polynesia,Others,Male,52,No,Unknown
2002-11-02,2002,11,2,Unprovoked,Usa,Boogie Boarding,Male,16,No,Others
2002-11-14,2002,11,14,Unprovoked,Others,Snorkeling,Female,41,No,Others
2002-11-17,2002,11,17,Unprovoked,Usa,Swimming,Female,34,No,Others
2002-11-28,2002,11,28,Unprovoked,Usa,Body Boarding,Male,48,No,White Shark
2002-11-28,2002,11,28,Unprovoked,Others,Scuba Diving,Male,27,No,Blacktip
2002-12-01,2002,12,1,Unprovoked,Brazil,Surfing,Male,19,Yes,Unknown
2002-12-16,2002,12,16,Unprovoked,Australia,Swimming,Male,23,Yes,Bull Shark
2002-12-21,2002,12,21,Unprovoked,Australia,Scuba Diving,Male,26,No,Wobbegong Shark
2002-12-24,2002,12,24,Unprovoked,South Africa,Snorkeling,Male,25,No,White Shark
2002-12-29,2002,12,29,Unprovoked,Australia,Snorkeling,Female,18,No,Hammer Head Shark
2002-07-09,2002,7,9,Provoked,Usa,Shark Fishing,Male,41,Yes,Mako Shark
2002-09-30,2002,9,30,Unprovoked,Usa,Surfing,Male,47,No,Others
2002-11-11,2002,11,11,Unprovoked,Usa,Surfing,Male,21,No,Others
2002-09-27,2002,9,27,Unprovoked,Usa,Others,Male,55,No,Blacktip
2002-08-28,2002,8,28,Unprovoked,Usa,Surfing,Male,16,No,Tiger Shark
2002-09-27,2002,9,27,Provoked,Usa,Fishing,Male,27,No,Blacktip
2002-07-20,2002,7,20,Unprovoked,Usa,Swimming,Female,15,No,Bull Shark
2002-07-26,2002,7,26,Unprovoked,Usa,Surfing,Male,13,No,Blacktip
2002-08-05,2002,8,5,Unprovoked,Usa,Standing,Male,14,No,Others
2002-08-06,2002,8,6,Provoked,Others,Diving,Male,30,No,Others
2002-08-07,2002,8,7,Unprovoked,Usa,Standing,Male,15,No,Unknown
2002-08-11,2002,8,11,Unprovoked,Usa,Surfing,Male,15,No,Nurse Shark
2002-08-14,2002,8,14,Unprovoked,Usa,Surfing,Male,27,No,Others
2002-08-17,2002,8,17,Unprovoked,Usa,Swimming,Female,29,No,Unknown
2002-07-10,2002,7,10,Provoked,Usa,Surfing,Male,19,No,Unknown
2002-09-05,2002,9,5,Provoked,Usa,Others,Male,36,No,Hammer Head Shark
2002-09-16,2002,9,16,Unprovoked,Brazil,Swimming,Male,19,No,Bull Shark
2002-09-21,2002,9,21,Unprovoked,Usa,Others,Male,24,No,Others
2002-09-21,2002,9,21,Unprovoked,Usa,Surfing,Male,35,No,Others
2002-09-27,2002,9,27,Provoked,Tonga,Swimming,Male,27,No,Tiger Shark
2002-09-16,2002,9,16,Unprovoked,Usa,Body Boarding,Unknown,27,No,Unknown
2002-09-13,2002,9,13,Unprovoked,South Africa,Surf Skiing,Male,47,No,White Shark
2002-09-09,2002,9,9,Unprovoked,Usa,Boogie Boarding,Male,20,No,Others
2001-04-12,2001,4,12,Unprovoked,Usa,Surfing,Male,38,No,Unknown
2001-04-12,2001,4,12,Unprovoked,Usa,Others,Male,27,No,Unknown
2001-04-13,2001,4,13,Unprovoked,Usa,Surfing,Male,12,No,Blacktip
2001-04-13,2001,4,13,Unprovoked,Usa,Surfing,Male,16,No,Unknown
2001-04-28,2001,4,28,Unprovoked,Usa,Boogie Boarding,Male,14,No,Unknown
2001-05-01,2001,5,1,Unprovoked,Fiji,Others,Male,27,Yes,Unknown
2001-05-03,2001,5,3,Unprovoked,Usa,Surfing,Male,45,No,Others
2001-05-04,2001,5,4,Unprovoked,Australia,Surfing,Male,27,No,Unknown
2001-05-08,2001,5,8,Unprovoked,South Africa,Surfing,Male,26,No,White Shark
2001-05-29,2001,5,29,Unprovoked,Usa,Others,Male,16,No,Unknown
2001-05-18,2001,5,18,Provoked,Philippines,Shark Fishing,Male,24,No,Unknown
2001-05-20,2001,5,20,Unprovoked,Usa,Swimming,Male,27,No,Unknown
2001-05-23,2001,5,23,Unprovoked,Usa,Swimming,Male,11,No,Others
2001-04-12,2001,4,12,Unprovoked,Usa,Body Boarding,Male,12,No,Blacktip
2001-06-03,2001,6,3,Unprovoked,Usa,Wading,Female,29,No,Others
2001-06-10,2001,6,10,Provoked,Usa,Spearfishing,Male,52,No,White Shark
2001-06-12,2001,6,12,Unprovoked,Usa,Swimming,Male,14,No,Others
2001-07-01,2001,7,1,Unprovoked,Usa,Others,Male,35,No,Unknown
2001-07-03,2001,7,3,Unprovoked,Usa,Others,Unknown,27,No,Unknown
2001-04-12,2001,4,12,Unprovoked,Usa,Surfing,Male,21,No,Blacktip
2001-01-06,2001,1,6,Boating,New Zealand,Kayaking,Male,27,No,White Shark
2001-04-12,2001,4,12,Unprovoked,Usa,Surfing,Male,22,No,Blacktip
2001-03-03,2001,3,3,Unprovoked,Brazil,Swimming,Male,20,Yes,Unknown
2001-07-06,2001,7,6,Unprovoked,Mexico,Surfing,Male,42,No,Unknown
2001-01-09,2001,1,9,Unprovoked,Usa,Surfing,Male,27,No,Blacktip
2001-01-21,2001,1,21,Boating,Australia,Fishing,Unknown,27,No,White Shark
2001-01-24,2001,1,24,Unprovoked,Cuba,Swimming,Female,55,No,Others
2001-01-24,2001,1,24,Boating,Australia,Kayaking,Male,35,No,Others
2001-02-04,2001,2,4,Unprovoked,Australia,Surfing,Male,40,No,Bronze Whaler Shark
2001-02-26,2001,2,26,Boating,Australia,Others,Unknown,27,No,White Shark
2001-03-01,2001,3,1,Sea Disaster,Others,Others,Unknown,27,Yes,Tiger Shark
2001-04-11,2001,4,11,Unprovoked,Usa,Surfing,Male,19,No,Blacktip
2001-03-09,2001,3,9,Unprovoked,Usa,Surfing,Male,27,No,Others
2001-03-23,2001,3,23,Unprovoked,Usa,Others,Male,27,No,Unknown
2001-04-02,2001,4,2,Unprovoked,Australia,Surfing,Male,40,No,Bronze Whaler Shark
2001-04-02,2001,4,2,Unprovoked,Brazil,Others,Female,12,No,Unknown
2001-04-05,2001,4,5,Unprovoked,Usa,Others,Male,26,No,Small Shark
2001-04-08,2001,4,8,Unprovoked,South Africa,Surfing,Male,46,No,White Shark
2001-04-10,2001,4,10,Unprovoked,Usa,Surfing,Unknown,16,No,Blacktip
2001-04-11,2001,4,11,Unprovoked,Usa,Surfing,Male,27,No,White Shark
2001-04-11,2001,4,11,Unprovoked,Usa,Surfing,Male,22,No,Unknown
2001-07-06,2001,7,6,Unprovoked,Usa,Swimming,Male,8,No,Bull Shark
2001-04-08,2001,4,8,Provoked,Australia,Snorkeling,Male,27,No,Wobbegong Shark
2001-07-15,2001,7,15,Unprovoked,Usa,Boogie Boarding,Male,18,No,Others
2001-09-16,2001,9,16,Invalid,Usa,Others,Male,42,Yes,Questionable Incident
2001-09-02,2001,9,2,Unprovoked,Usa,Wading,Male,20,No,Others
2001-09-03,2001,9,3,Unprovoked,Usa,Swimming,Female,23,No,White Shark
2001-09-03,2001,9,3,Unprovoked,Usa,Swimming,Male,28,Yes,White Shark
2001-07-15,2001,7,15,Unprovoked,Usa,Surfing,Male,48,No,Unknown
2001-09-07,2001,9,7,Unprovoked,Usa,Others,Male,13,No,Unknown
2001-09-08,2001,9,8,Provoked,Usa,Fishing,Male,44,No,Unknown
2001-09-13,2001,9,13,Provoked,Others,Diving,Male,27,No,Others
2001-09-15,2001,9,15,Unprovoked,Usa,Surfing,Male,16,No,Unknown
2001-09-18,2001,9,18,Unprovoked,Usa,Surfing,Male,14,No,Unknown
2001-08-31,2001,8,31,Unprovoked,Bahamas,Spearfishing,Male,44,No,Bull Shark
2001-09-24,2001,9,24,Provoked,Usa,Others,Male,21,No,Others
2001-09-30,2001,9,30,Boat,Australia,Others,Male,31,No,White Shark
2001-09-30,2001,9,30,Unprovoked,Mexico,Body Surfing,Male,26,No,Tiger Shark
2001-10-02,2001,10,2,Unprovoked,Australia,Snorkeling,Female,20,No,Bronze Whaler Shark
2001-10-07,2001,10,7,Unprovoked,South Africa,Others,Male,27,No,Mako Shark
2001-11-07,2001,11,7,Invalid,Australia,Surf Skiing,Male,27,Unknown,Unknown
2001-11-14,2001,11,14,Unprovoked,Usa,Surfing,Unknown,27,No,Unknown
2001-11-23,2001,11,23,Unprovoked,Australia,Surfing,Male,49,No,Bronze Whaler Shark
2001-12-21,2001,12,21,Invalid,Australia,Surfing,Male,36,No,Unknown
2001-09-01,2001,9,1,Unprovoked,Usa,Swimming,Male,10,Yes,Bull Shark
2001-09-15,2001,9,15,Unprovoked,Usa,Boogie Boarding,Male,27,No,Others
2001-08-29,2001,8,29,Unprovoked,Usa,Standing,Female,29,No,Unknown
2001-08-18,2001,8,18,Unprovoked,Usa,Surfing,Male,19,No,Blacktip
2001-08-27,2001,8,27,Unprovoked,Usa,Wading,Male,69,No,Unknown
2001-07-21,2001,7,21,Boating,Usa,Fishing,Unknown,27,No,Mako Shark
2001-07-24,2001,7,24,Unprovoked,Usa,Others,Female,27,No,Nurse Shark
2001-07-25,2001,7,25,Unprovoked,Usa,Others,Male,27,No,Unknown
2001-07-26,2001,7,26,Unprovoked,Usa,Others,Female,27,No,Unknown
2001-08-03,2001,8,3,Boating,Italy,Fishing,Unknown,27,No,Unknown
2001-08-05,2001,8,5,Unprovoked,Usa,Others,Female,27,No,Unknown
2001-08-12,2001,8,12,Unprovoked,Others,Others,Male,27,No,Others
2001-08-16,2001,8,16,Unprovoked,Bahamas,Spearfishing,Male,43,No,Bull Shark
2001-08-04,2001,8,4,Unprovoked,Bahamas,Swimming,Male,36,No,Unknown
2001-08-18,2001,8,18,Unprovoked,Usa,Surfing,Male,19,No,Blacktip
2001-08-19,2001,8,19,Unprovoked,Usa,Surfing,Male,32,No,Unknown
2001-08-25,2001,8,25,Unprovoked,Usa,Boogie Boarding,Male,18,No,Unknown
2001-08-22,2001,8,22,Unprovoked,Usa,Surfing,Male,17,No,Small Shark
2001-08-21,2001,8,21,Unprovoked,Usa,Surfing,Male,27,No,Unknown
2001-08-26,2001,8,26,Unprovoked,Usa,Boogie Boarding,Male,18,No,Unknown
2001-08-19,2001,8,19,Unprovoked,Usa,Surfing,Female,17,No,Unknown
2001-08-19,2001,8,19,Unprovoked,Usa,Surfing,Female,17,No,Unknown
2001-08-18,2001,8,18,Unprovoked,Usa,Surfing,Male,20,No,Blacktip
2000-07-02,2000,7,2,Unprovoked,Usa,Wading,Female,13,No,Others
2000-06-02,2000,6,2,Unprovoked,Usa,Snorkeling,Male,13,No,Unknown
2000-06-09,2000,6,9,Unprovoked,Usa,Swimming,Male,44,No,Bull Shark
2000-06-09,2000,6,9,Unprovoked,Usa,Swimming,Male,55,No,Bull Shark
2000-06-10,2000,6,10,Unprovoked,Usa,Surfing,Male,17,No,Blacktip
2000-06-13,2000,6,13,Boat,Usa,Others,Unknown,27,No,Bull Shark
2000-06-19,2000,6,19,Unprovoked,Usa,Standing,Male,52,No,Unknown
2000-06-29,2000,6,29,Boat,New Zealand,Fishing,Male,27,No,Mako Shark
2000-06-30,2000,6,30,Unprovoked,Papua New Guinea,Others,Male,27,Yes,Unknown
2000-07-01,2000,7,1,Unprovoked,Others,Swimming,Unknown,27,Yes,Others
2000-07-02,2000,7,2,Unprovoked,Usa,Standing,Female,19,No,Blacktip
2000-07-16,2000,7,16,Unprovoked,South Africa,Surfing,Male,15,No,Unknown
2000-07-04,2000,7,4,Unprovoked,Usa,Others,Female,55,No,Nurse Shark
2000-07-04,2000,7,4,Unprovoked,Usa,Wading,Female,20,No,Unknown
2000-07-06,2000,7,6,Unprovoked,Usa,Playing,Female,12,No,Tiger Shark
2000-07-07,2000,7,7,Unprovoked,Usa,Others,Male,5,No,Others
2000-07-09,2000,7,9,Unprovoked,Usa,Swimming,Male,41,No,Unknown
2000-07-10,2000,7,10,Unprovoked,Usa,Wading,Male,13,No,Unknown
2000-07-12,2000,7,12,Unprovoked,Tonga,Scuba Diving,Male,69,No,Others
2000-07-15,2000,7,15,Unprovoked,South Africa,Surfing,Male,27,No,Unknown
2000-07-15,2000,7,15,Unprovoked,South Africa,Surfing,Male,18,No,Unknown
2000-05-13,2000,5,13,Sea Disaster,New Caledonia,Others,Unknown,27,Yes,Bull Shark
2000-06-01,2000,6,1,Unprovoked,Others,Swimming,Male,27,Yes,Others
2000-01-01,2000,1,1,Boat,Usa,Others,Male,27,No,Hammer Head Shark
2000-05-07,2000,5,7,Unprovoked,Papua New Guinea,Diving,Male,27,Yes,Unknown
2000-07-17,2000,7,17,Unprovoked,Usa,Surfing,Male,16,No,Unknown
2000-01-05,2000,1,5,Unprovoked,Others,Diving,Male,35,Yes,Unknown
2000-01-28,2000,1,28,Boat,Reunion,Others,Male,27,Yes,Unknown
2000-02-01,2000,2,1,Unprovoked,Australia,Surfing,Male,26,No,Others
2000-02-03,2000,2,3,Unprovoked,New Zealand,Surfing,Male,12,No,Unknown
2000-02-14,2000,2,14,Provoked,England,Others,Male,27,No,Blacktip
2000-02-19,2000,2,19,Unprovoked,South Africa,Body Surfing,Male,27,No,White Shark
2000-02-21,2000,2,21,Unprovoked,Usa,Others,Male,27,No,Unknown
2000-03-01,2000,3,1,Unprovoked,Usa,Spearfishing,Male,39,No,Mako Shark
2000-03-02,2000,3,2,Unprovoked,Australia,Swimming,Male,27,No,Unknown
2000-03-09,2000,3,9,Boating,Australia,Rowing,Unknown,27,No,Unknown
2000-03-10,2000,3,10,Boating,Australia,Rowing,Unknown,27,No,Others
2000-03-14,2000,3,14,Unprovoked,Australia,Surfing,Male,27,No,Tiger Shark
2000-03-15,2000,3,15,Unprovoked,New Caledonia,Spearfishing,Male,35,Yes,Tiger Shark
2000-03-24,2000,3,24,Unprovoked,Usa,Surfing,Male,37,No,Others
2000-03-26,2000,3,26,Unprovoked,Usa,Boogie Boarding,Female,14,No,Others
2000-03-30,2000,3,30,Unprovoked,Australia,Swimming,Male,26,No,Others
2000-03-31,2000,3,31,Unprovoked,Usa,Fishing,Male,27,No,Unknown
2000-04-09,2000,4,9,Unprovoked,Usa,Others,Male,27,No,Unknown
2000-04-14,2000,4,14,Unprovoked,Usa,Walking,Male,34,No,Unknown
2000-07-16,2000,7,16,Unprovoked,Usa,Surfing,Male,14,No,Others
2000-05-07,2000,5,7,Unprovoked,Papua New Guinea,Standing,Male,9,No,Unknown
2000-07-22,2000,7,22,Unprovoked,Usa,Snorkeling,Female,45,No,Nurse Shark
2000-09-25,2000,9,25,Unprovoked,Australia,Surfing,Male,17,Yes,White Shark
2000-10-02,2000,10,2,Unprovoked,Usa,Surfing,Male,24,No,Unknown
2000-10-06,2000,10,6,Unprovoked,Usa,Body Surfing,Male,11,No,Unknown
2000-10-06,2000,10,6,Unprovoked,Usa,Surfing,Male,23,No,Blacktip
2000-10-09,2000,10,9,Unprovoked,Usa,Surfing,Male,17,No,Others
2000-10-14,2000,10,14,Unprovoked,Usa,Swimming,Male,69,No,Unknown
2000-10-18,2000,10,18,Unprovoked,Usa,Others,Female,56,No,Tiger Shark
2000-10-20,2000,10,20,Unprovoked,Usa,Surfing,Male,23,No,Unknown
2000-10-29,2000,10,29,Boat,Australia,Fishing,Unknown,31,No,White Shark
2000-11-04,2000,11,4,Unprovoked,Usa,Surfing,Male,27,No,White Shark
2000-11-06,2000,11,6,Unprovoked,Australia,Swimming,Male,49,Yes,White Shark
2000-11-06,2000,11,6,Unprovoked,Australia,Swimming,Male,52,No,White Shark
2000-11-10,2000,11,10,Invalid,Usa,Walking,Female,27,Unknown,Invalid
2000-11-21,2000,11,21,Unprovoked,Australia,Others,Male,28,No,Tiger Shark
2000-12-01,2000,12,1,Unprovoked,New Zealand,Surfing,Female,27,Yes,Unknown
2000-12-03,2000,12,3,Unprovoked,Australia,Spearfishing,Male,38,No,Bronze Whaler Shark
2000-12-05,2000,12,5,Unprovoked,Others,Others,Male,30,No,Others
2000-12-11,2000,12,11,Boating,Australia,Others,Unknown,27,No,White Shark
2000-12-12,2000,12,12,Unprovoked,Fiji,Others,Male,47,Yes,Others
2000-12-24,2000,12,24,Unprovoked,Australia,Scuba Diving,Male,23,No,Unknown
2000-07-25,2000,7,25,Unprovoked,Usa,Others,Male,5,No,Unknown
2000-09-29,2000,9,29,Unprovoked,Usa,Sitting On Surfboard,Male,27,No,White Shark
2000-11-18,2000,11,18,Unprovoked,Usa,Swimming,Male,73,No,Others
2000-09-24,2000,9,24,Unprovoked,Australia,Surfing,Male,25,Yes,White Shark
2000-09-08,2000,9,8,Unprovoked,Reunion,Surfing,Male,27,No,Tiger Shark
2000-08-01,2000,8,1,Unprovoked,Others,Swimming,Unknown,27,Yes,Others
2000-08-12,2000,8,12,Unprovoked,Usa,Standing,Female,44,No,Blacktip
2000-08-13,2000,8,13,Unprovoked,Usa,Others,Male,27,No,Others
2000-08-21,2000,8,21,Unprovoked,Usa,Others,Male,27,No,Unknown
2000-08-27,2000,8,27,Provoked,Usa,Others,Male,27,No,Others
2000-08-30,2000,8,30,Unprovoked,Usa,Others,Male,69,Yes,Bull Shark
2000-08-31,2000,8,31,Unprovoked,Usa,Swimming,Male,47,No,Others
2000-09-01,2000,9,1,Unprovoked,Others,Swimming,Unknown,27,Yes,Others
2000-08-15,2000,8,15,Unprovoked,Usa,Others,Male,53,No,Tiger Shark
2000-09-08,2000,9,8,Unprovoked,Usa,Wading,Male,40,No,Others
2000-09-12,2000,9,12,Unprovoked,Usa,Surfing,Female,26,No,Unknown
2000-09-08,2000,9,8,Unprovoked,Others,Swimming,Male,28,Yes,Others
2000-09-16,2000,9,16,Unprovoked,Others,Surfing,Male,31,Yes,White Shark
2000-09-16,2000,9,16,Unprovoked,Usa,Others,Unknown,27,No,Unknown
2000-09-15,2000,9,15,Unprovoked,Usa,Others,Male,49,No,Unknown
2000-09-11,2000,9,11,Unprovoked,Usa,Others,Male,25,No,Others
2000-09-10,2000,9,10,Unprovoked,Usa,Swimming,Male,8,No,Unknown
2000-09-10,2000,9,10,Unprovoked,South Africa,Free Diving,Male,48,No,White Shark
2000-09-18,2000,9,18,Provoked,Australia,Others,Male,12,No,Blue
1999-04-22,1999,4,22,Unprovoked,Others,Swimming,Female,41,No,Others
1999-06-17,1999,6,17,Unprovoked,Usa,Surfing,Male,21,No,Others
1999-05-01,1999,5,1,Unprovoked,Brazil,Surfing,Male,21,No,Tiger Shark
1999-04-11,1999,4,11,Unprovoked,Reunion,Others,Male,52,Yes,Bull Shark
1999-05-29,1999,5,29,Unprovoked,Australia,Windsurfing,Male,22,Yes,White Shark
1999-06-09,1999,6,9,Unprovoked,Usa,Others,Male,5,No,Blacktip
1999-06-12,1999,6,12,Unprovoked,Usa,Swimming,Male,41,No,Unknown
1999-07-06,1999,7,6,Unprovoked,Usa,Others,Male,27,No,Unknown
1999-06-19,1999,6,19,Unprovoked,Usa,Others,Male,20,No,Others
1999-07-03,1999,7,3,Unprovoked,South Africa,Surfing,Male,29,No,White Shark
1999-07-04,1999,7,4,Unprovoked,Usa,Others,Female,30,No,Blacktip
1999-07-15,1999,7,15,Unprovoked,South Africa,Boogie Boarding,Male,14,Yes,White Shark
1999-03-18,1999,3,18,Unprovoked,New Zealand,Others,Male,27,No,Others
1999-07-21,1999,7,21,Unprovoked,Usa,Surfing,Male,43,No,Tiger Shark
1999-04-01,1999,4,1,Unprovoked,Usa,Surfing,Male,14,No,Unknown
1999-01-13,1999,1,13,Unprovoked,South Africa,Others,Male,27,No,White Shark
1999-03-18,1999,3,18,Provoked,Brazil,Others,Male,27,No,Unknown
1999-01-29,1999,1,29,Unprovoked,Others,Spearfishing,Male,47,No,Bull Shark
1999-07-29,1999,7,29,Unprovoked,South Africa,Surfing,Male,42,No,White Shark
1999-01-01,1999,1,1,Unprovoked,South Africa,Spearfishing,Male,30,No,White Shark
1999-01-03,1999,1,3,Unprovoked,Reunion,Spearfishing,Unknown,27,Yes,Bull Shark
1999-01-07,1999,1,7,Boating,New Zealand,Others,Unknown,27,No,Unknown
1999-02-03,1999,2,3,Unprovoked,Usa,Surfing,Male,25,No,Others
1999-03-18,1999,3,18,Unprovoked,Usa,Others,Female,29,Yes,Unknown
1999-02-23,1999,2,23,Unprovoked,Australia,Surfing,Male,35,No,Tiger Shark
1999-02-26,1999,2,26,Boating,Usa,Others,Unknown,27,No,Others
1999-03-05,1999,3,5,Unprovoked,Usa,Others,Female,29,No,Others
1999-03-08,1999,3,8,Unprovoked,Usa,Others,Male,18,No,Unknown
1999-03-14,1999,3,14,Provoked,New Zealand,Fishing,Male,28,No,Mako Shark
1999-03-14,1999,3,14,Unprovoked,New Caledonia,Spearfishing,Male,27,No,Others
1999-07-26,1999,7,26,Unprovoked,Usa,Others,Male,43,No,Bull Shark
1999-09-04,1999,9,4,Provoked,Usa,Wading,Male,7,No,Others
1999-08-05,1999,8,5,Unprovoked,Bahamas,Others,Male,35,No,Bull Shark
1999-10-30,1999,10,30,Unprovoked,Usa,Body Boarding,Male,45,No,Unknown
1999-08-05,1999,8,5,Unprovoked,Usa,Body Surfing,Male,62,No,Others
1999-12-31,1999,12,31,Unprovoked,New Zealand,Surfing,Male,15,No,Others
1999-12-31,1999,12,31,Unprovoked,New Zealand,Swimming,Female,13,No,Others
1999-12-31,1999,12,31,Unprovoked,New Zealand,Bathing,Female,12,No,Others
1999-12-26,1999,12,26,Unprovoked,Brazil,Surfing,Male,18,No,White Shark
1999-12-02,1999,12,2,Unprovoked,Usa,Surfing,Male,35,No,Unknown
1999-11-23,1999,11,23,Unprovoked,Usa,Swimming,Female,51,No,Tiger Shark
1999-11-15,1999,11,15,Unprovoked,Usa,Others,Male,27,No,White Shark
1999-11-13,1999,11,13,Unprovoked,South Africa,Surfing,Male,35,No,White Shark
1999-11-06,1999,11,6,Unprovoked,Brazil,Others,Male,39,No,Others
1999-11-01,1999,11,1,Unprovoked,Marshall Islands,Swimming,Male,12,No,Others
1999-11-01,1999,11,1,Unprovoked,Marshall Islands,Swimming,Male,12,No,Others
1999-11-30,1999,11,30,Unprovoked,Usa,Surfing,Male,19,No,Unknown
1999-10-30,1999,10,30,Unprovoked,Usa,Body Surfing,Male,13,No,Unknown
1999-09-05,1999,9,5,Unprovoked,Usa,Surfing,Male,13,No,Others
1999-10-20,1999,10,20,Unprovoked,Usa,Surfing,Male,27,No,Others
1999-08-21,1999,8,21,Unprovoked,Usa,Surfing,Male,17,No,Unknown
